TITLE,LIKES,SHARES
"The World Health Organisation (WHO) in Cambodia said that Cambodia has reached a new phase of the pandemic with “decreasing case numbers, high vaccination coverage and a more transmissible circulating variant threatening a hidden surge”.",70,7
[Sponsored] Lifestyle store SCG HOME's holds soft opening at Design Village,4,1
Officials from the Banteay Meanchey provincial Department of Health involved with internal oversight said they have discovered “irregularities” in the management of the Cambodia-Japan Friendship Hospital in Mongkol Borei district under director Chan Vuthy Navuth.,7,0
The UN in Cambodia welcomes the extensive policy framework put in place by the government to support the post-Covid-19 recovery and ensure that it is inclusive of persons with disabilities.,13,1
"The locally-owned Acleda Bank Plc, the Kingdom’s largest bank in terms of assets, has reserved a $79 million fund to support the growth of small and medium-sized enterprises (SME), according to president and group managing director In Channy.",14,2
"“There are no zero risk scenarios, but the risk of reopening schools is a manageable one and can be reduced through the introduction of risk mitigation measures at the schools like masking,” she said.",69,9
"The top logistics industry body has struck a deal with a digital technology association that is tailored to better position the freight sector to drive growth and slash delivery times and operating costs, according to the former’s chief.",6,1
"The report suggests that the methane levels in the air are now higher than at any point in the past 800,000 years and are tracking close to the high emission scenarios outlined in the IPCC’s previous assessment in 2013.",4,0
Philippine lawmakers called on the government to support the country’s embattled flag carrier during its restructuring process and come to the aid of other airlines to help them weather the economic turbulence caused by the Covid-19 pandemic.,13,0
"Cambodia earned over $685 million from rice exports to international markets in the first eight months of 2021, as the volume of paddy sold abroad nearly doubled year-on-year, according to the Ministry of Agriculture, Forestry and Fisheries.",16,0
"DBD Engineering Plc, a local multi-purpose engineering and construction firm, went public via initial public offering (IPO) on the Cambodia Securities Exchange’s (CSX) Growth Board on September 6.",1,0
"Vuth Lyno’s work as an artist defies these stereotypical rules and roles because it spans across a wide array of different media and forms including photography, film, sculpture, light and sound design and experiential art installations.",4,0
The operator of Binance.com has been ordered to stop providing payment services in Singapore and to cease soliciting business from residents as it does not have an appropriate licence from the Monetary Authority of Singapore (MAS).,12,0
[Post Securities] Investing wisely in the securities market using Buffett’s time-tested techniques,13,0
"Low-lying areas in Phnom Penh, provinces around the Tonle Sap Lake and the coastal provinces of Preah Sihanouk and Koh Kong could experience flooding caused by heavy rains from September 6.",18,6
"Kem Sokha, former president of the Supreme Court-dissolved Cambodia National Rescue Party (CNRP), has again denied involvement with any individual party or political movement that linked his name to their activities. He said those parties did so to serve their own interests.",20,0
Capital's bustling Street 371 gives way to water pipeline installation,25,1
"The Phnom Penh Municipal Administration will begin administering Covid-19 booster shots from September 6 to 28 for its officials, spouses and citizens aged 60 and above who received the AstraZeneca vaccines, marketed as CoviShield, four to six months ago.",29,2
"Cambodia, Oz vow cooperation in public administration reform",9,1
"Myanmar's shadow government this week named eight companies for “undertaking illegal investments by seeking permits and endorsements” from a junta-controlled entity, highlighting the quandary faced by businesses amid the tussle over who is the rightful authority in the country.",18,0
He said all constructions of aquaculture farms must follow the environment ministry's guidelines and existing regulations.,14,1
The Japanese embassy on September 3 publicly introduced four individuals in Cambodia who will receive letters of commendation from Japanese foreign minister Toshimitsu Motegi for their contribution to fostering good relations between the two countries.,17,1
"The Apsara National Authority (ANA), a body tasked with managing the Angkor Archaeological Park, is tidying up more than 20 small temples built from bricks located around Bakong Temple belonging to the Roluos Group in Siem Reap province's Prasat Bakong district.",17,3
Cambodia's Covid-19 vaccination drive is approaching its goal with over 11 million out of the target 12 million people aged 12 and older having been vaccinated as of September 3.,93,11
"The bilateral trade volume between Cambodia and Vietnam topped $6 billion in the first seven months of 2021, more than doubling over the same period last year even, as both countries amp up their battles against the novel coronavirus and its more virulent variants.",34,1
"The government is fully committed to including energy, climate and the environment as priority items on its long-term political agenda, as part of “a pillar of common [global] issues with differing approaches and individual responsibilities”, according to Prime Minister Hun Sen.",22,0
"The Mekong-ROK Foreign Ministers' Meeting will review the progress of the cooperation, the mechanism set out in the Plan of Action (2021-2025), private sector engagement, and the future direction of the mechanism.",8,0
"The outbreak of lumpy skin disease (LSD) in cattle is continuing, with Attapeu province recently reporting that 4,300 cattle had developed the viral infection.",23,0
"The government has rejected a construction company's proposal made to the Ministry of Agriculture, Forestry and Fisheries and the Kandal Provincial Administration to purchase a 1,000ha portion of a lake for a new development project in Kandal's Lvea Em district.",21,0
"The report released on September 1 said there were 199 traffic accidents nationwide, a decrease of nine, and 241 injuries, a decrease of 41. But traffic deaths had risen to 123, an increase of 16 from July’s road toll of 107.",7,0
"The Kep Provincial Administration is set to break ground on the long-awaited $1.95 million Ses Sar quay, or “White Horse Port”, on September 15 in the northwestern reaches of the coastal province, in a bid to prop up the local transportation and tourism sectors.",30,4
"“The officers found a bottle of traditional rice wine in the unit. Our preliminary conclusion is that their deaths may have been caused by poisoning from tainted wine,” he said.",37,3
"Thirty-seven trainees from the National Centre for Peacekeeping Forces (NPMEC) are training to rescue victims of natural disasters at the naval command in preparation for a UN “blue helmet” mission in the Central African Republic (CAR) in 2022, a senior official said.",8,1
"The government has announced the formation of six new communes in the provinces of Banteay Meanchey, Kampong Speu, Battambang, Kampong Chhnang and Kratie ahead of the commune council elections set for 2022.",7,0
"The World Health Organisation (WHO) has said it is monitoring a new coronavirus variant known as “Mu”, which was first identified in Colombia in January.",31,1
"Beyond all the dramatic statements meant to keep everyone guessing, Philippine President Rodrigo Duterte still wants his daughter, Davao City mayor Sara Duterte-Carpio, to succeed him and is cleverly setting her up to be a formidable contender in the 2022 presidential race.",11,1
Real estate experts are speculating a rise in property prices along the road of at least 10 per cent between now and then.,25,3
[Advertorial] Oil prices to drop after short term rise as storm disrupts US production,3,0
"The Ministry of Health on September 2 reported 416 new Covid-19 cases, 112 of which were imported.",13,1
Svay Rieng province is facing an outbreak of lumpy skin disease (LSD) and the provincial administration is applying every effort to manage and prevent its spread as it could adversely affect the local economy.,18,0
CCF confiscate 120 tonnes of knock-off methanol in capital,23,3
"The Ministry of Commerce has renewed its commitment to boost the sale of potential Cambodian products at home and abroad in the context of the Covid-19 outbreak, setting up a working group towards this end as a “pillar”.",13,0
UNESCO and the Cambodian Journalists Alliance Association (CamboJA) have launched the Khmer version of a UNESCO publication entitled Story-based Inquiry: Manual for Investigative Journalists as part of an effort to improve the skills needed to write investigative stories.,4,0
"Of these, 66 projects valued at $340 million were planned for special economic zones (SEZ), and 145, to the tune of $2.8 billion, were proposed for sites outside of the industrial parks, the CDC said in a press release on August 30.",11,1
"The government has pinpointed science, technology and innovation (STI) as the key elements to pave the way for Cambodia to achieve its broader ambitious vision of becoming an “upper-middle income” country by 2030 and a “high-income” economy by 2050, as defined by the World Bank.",6,0
"For the first half of this year, the group posted pre-tax profit of 3.79 billion ringgit ($910 million) and net profit attributable to shareholders of 2.91 billion ringgit.",12,2
The Scaling Up Nutrition Civil Society Alliance in Cambodia (SUN CSA Cambodia) has created an online form to collect reports on any dairy products with marketing content that could be considered contrary to the promotion of breastfeeding.,12,0
"Amid a global shortage of vaccines and new wave of Covid-19 infections, some countries in Southeast Asia are rushing to develop their own coronavirus shots.",22,1
"Japanese ambassador to Cambodia Masahiro Mikami expressed his appreciation of the Cambodian government’s prompt, timely and effective action to prevent the spread of Covid-19 in the community.",12,1
"The Ministry of Interior’s information technology department has issued a warning concerning an online fraud called “Romantic Scam”, which it said has already claimed victims.",11,3
"Cambodia and India are committed to strengthening cooperation in tourism and agriculture with the provincial administration of Kep, a coastal area with untapped tourism potential.",45,1
[Sponsored] CP ALL Cambodia opens first 7-Eleven store in Phnom Penh’s ChroyChangvar,57,6
The Ministry of Health has announced that it will allow private health service providers to treat mild Covid-19 patients at their homes as long as they strictly adhere to the guidelines.,52,3
"CCF director-general Phan Oun told The Post that among the 447 locations inspected, 197 fuel depots were found to be operating dishonestly and were not in compliance with the consumer protection law.",57,3
"From late March through late August, Phnom Penh and 22 provinces have recorded more than 1,700 cases of the coronavirus Delta variant while Kep and Kratie provinces have yet to detect a single case.",25,0
"France ministers, central bank governors, and political leaders are hard at work preparing for the 2021 Group of 20 (G20) Heads of State and Government Summit in Rome on October 30-31.",9,0
"The death of a drug suspect who allegedly suffocated after police wrapped layers of plastic bags around his head during questioning has gripped Thailand, with reports emerging of police corruption, fast cars and unusual wealth.",38,4
"“It’s critical that we strengthen global health security even further to prepare for the next global health crisis,” CDC chief medical officer Mitchell Wolfe told reporters during a conference call.",11,2
"The Ministry of Agriculture, Forestry and Fisheries has launched a Lumpy Skin Disease (LSD) vaccination campaign for cattle as the disease has spread to several provinces and infected more than 30,000 animals.",15,1
"Cambodian authorities are continuing their probe into the “Nam Vang Noodle” brand, which has landed in hot water with Cambodian authorities for using the image of Angkor Wat temple and “Phnom Penh” name on its products without authorisation from the government.",14,3
"Two Japanese regions suspended use of some Moderna Covid-19 shots on August 29 after more cases of contamination were spotted, the local governments said.",27,5
The ministry expects that the goal of the nearly 12 million vaccinated will be reached by the end of October or early November.,47,2
Phnom Penh municipal Military Police and local authorities are investigating a trafficking case involving 109 pieces of elephant ivory weighing more than 4kg after arresting two suspects last week.,15,0
"The Pailin Longan Agricultural Production Cooperative (PLAPC) expects the facility to serve as a useful bargaining chip to secure improved market access for Cambodian longan to international markets, especially China.",13,1
Never lose focus: Four wading bird species caught on camera,15,0
Phnom Penh court gives seized weapons to police,2,1
"The Cambodian trade attache to the US on August 26 met with an importer of the “Nam Vang Noodle” brand, which has landed in hot water with Cambodian authorities for using the image of Angkor Wat temple and “Phnom Penh” name on its products without authorisation from the government.",30,4
"Cambodia in talks with Indonesia for return of tanker, crude, crew",7,0
The Cambodian Mine Action Centre (CMAC) has started the second phase of training for nine sniffer dogs that successfully passed the initial phase of safety distance skills before moving on to detect people infected with Covid-19.,52,3
[Advertorial] Perhaps what the world needs is a little ‘Kamlangjai’: inspiration of the heart,5,0
,6,3
"Treating wastewater to put it back into public use for irrigation, industrial uses and even drinking could help alleviate the water crises.",17,1
"The slow rollout of coronavirus vaccines will cost the global economy $2.3 trillion in lost output, a report released on August 25 found.",11,0
"The effectiveness against infection of the Pfizer and Moderna Covid-19 vaccines dropped from 91 per cent before the Delta variant became dominant to 66 per cent afterwards, according to a large study of US health workers published on August 24.",49,6
Bat-proof netting at Angkor Wat installed to stop stone erosion,17,1
CLMVT set course for snapback from Covid,6,3
The Cambodian embassy’s trade consul in the US is searching for the owner of products that used the iconic image of Angkor Wat temple on packages of noodles branded “Nam Vang Noodle” and sold in the US.,43,2
"Significant flows of Cambodian migrant workers in Vietnam and Thailand continue to return home as the two countries are grappling with major outbreaks of the coronavirus Delta variant, prompting them to impose lockdowns and other restrictions that interfere with ordinary employment.",21,3
Cambodia's Permanent Mission to the UN Office in Geneva has dismissed concerns voiced by UN human rights experts on the convictions of prominent activist Rong Chhun and two of his supporters last week.,0,1
"He said that on the evening of August 24 from 5-8pm, there was moderate to heavy rain in Sihanoukville, with rainfall steadily rising to a total of 2,858mm, which caused flooding in low-lying areas and eventually overtopping the main canals in Sihanoukville after 10pm.",33,0
Prime Minister Hun Sen said Chinese-made Sinovac and Sinopharm vaccines could be administered as booster shots in Cambodia because of their plentiful availability as the Kingdom continues to rely on China as its “strategic backer” for vaccines supply.,5,1
"ANA promotes planting of trees, donates 100K saplings",18,1
"#Opinion
Cambodia in between China and US",32,7
"The National Road 48 reconstruction and improvement project, which connects the coastal provinces of Preah Sihanouk and Koh Kong, will break ground at the beginning of November with a budget of more than $78 million under concessional financing from South Korea.",13,2
The Ministry of Interior has denied a report from Voice of Democracy (VOD) radio which quoted a former opposition politician as claiming that minister Sar Kheng was planning to meet informally with officials of the Supreme Court-dissolved Cambodia National Rescue Party (CNRP) during his private 14-day trip to France.,26,3
"Kratie provincial health officials are testing vendors from the town’s Samaki Market and residents in its vicinity after 49 of more than 1,000 people tested positive for Covid-19 on August 23.",14,1
“Vehicles with RCAF licence plates and military insignia on licence plates were seen in large numbers. These vehicles seem to be private or family cars. There is no clear solution to this issue yet.”,88,13
"Minister of Agriculture, Forestry and Fisheries Veng Sakhon is pushing for more investment in the domestic farming of Australian red-claw crayfish, to raise supply to the local market and potentially export down the line.",6,0
Wildlife researchers from the Mondulkiri provincial Department of Environment and the World Wide Fund for Nature (WWF-Cambodia) have recently completed collecting 85 Asian elephant dung samples for analysis to identify population size and migratory patterns.,26,0
"Minister of Posts and Telecommunications Chea Vandeth said the digital alliance would leverage digital technology to provide a strong footing to drive business continuity, with special emphasis on MSMEs.",4,0
"As of August 23, a total of 22.2 million doses of vaccines had been provided by China to Cambodia through purchases and donations.",16,2
"Tens of thousands of rural Cambodians have been empowered to exercise their rights to manage, protect and benefit from local natural resources thanks to an eight-year initiative with the Partnership for Forestry and Fishery Communities in Cambodia (PaFF).",7,0
Two suspects managed to escape when one of the other two who remained in the car opened fire on police before being apprehended.,21,2
"The health ministry said it was still deeply concerned about the spread of Delta, especially given the numbers that have been officially found through testing.",14,2
"The Ministry of Health on August 22 reported 496 new Covid-19 cases, 176 of which were imported.",13,2
Koh Kong prepared to wrap up first-dose vaccination drive,13,0
"“Smile Shop’s main focus is on Cambodia’s market. When people keep questioning 'Cambodia market’s size is not big', you can grow fatter instead of taller, so our vision is to be the number one super e-commerce” platform, Lee said.",6,1
"Cambodia is getting ready to launch a 2021-2023 plan to lift the economy out of the Covid-19 rut and chart a course for sustainable and inclusive growth, according to Minister of Economy and Finance Aun Pornmoniroth.",34,4
"“Cambodia is now one of the first countries in the world to be rolling out booster shots and vaccinating children. Economic evidence is clear that high vaccination rates improve economic outcomes as well as health outcomes – Cambodia is on track for greater than six per cent GDP [gross domestic product] growth in 2022,” it said.",40,11
"One sent to court, over 900 reprimanded for flouting Covid restrictions",19,0
Preah Vihear names red zone; Ratanakkiri cordons off parts of district,2,0
The ASEAN Regional Mine Action Centre (ARMAC) and the Cambodian Mine Action and Victim Assistance Authority (CMAA) on August 19 signed an agreement regarding the “Victim Assistance Project” with $2 million in funding from South Korea.,10,1
"The latest statistics show that more than 246,000 Lao workers have returned from Thailand since the pandemic began last year, with around 150,000 coming back in 2020.",9,0
"The officials demanded that the company pay a fine of $30,000 but they refused, saying the geckos belonged to a customer and their staff was unaware they were on board.",108,9
Philippine President Rodrigo Duterte “will not accept it” if health secretary Francisco Duque III offers his resignation over the “deficiencies” in the Department of Health’s (DoH) management of 67.3 billion pesos ($1.3 billion) worth of funds for its Covid-19 response.,8,0
"The test vehicle is 1.2m long, 0.7m wide and 1.1m high. It will run automatically when the destination is input and is expected to improve “last mile” efficiency between pickup and delivery points and homes.",20,1
"In Opinion:
Kabul falls. What’s next?",40,6
"The Cambodian arts and education non-profit based in Battambang was recognised for its innovative 24-hour non-stop circus fundraiser – a marathon performance that also served as a Guinness world record attempt, though one that is still awaiting certification by Guinness.",27,3
"With the project, the environment ministry continues to support sub-national administrations by training and equipping officials to effectively and efficiently manage solid waste in the capital, provinces and local areas.",7,1
"Yellow watermelons are a new variety to Cambodia and Oddar Meanchey is one of the four provinces along with Preah Vihear, Steung Treng and Kratie where farmers have started growing them as part of the CHAIN programme. #lifestyle",72,4
"Trade between Cambodia and Japan reached $1.10977 billion in the first half of 2021, up 9.57 per cent year-on-year from $1.01281 billion, according to data from the Japan External Trade Organisation (Jetro).",32,7
The Cambodian Red Cross (CRC) has donated 250 houses to poor and disabled veterans in Pursat province to improve their families’ living conditions and reward them for service to the nation.,27,4
"Cambodia is examining the possibility of selecting the Agricultural and Rural Development Bank of Cambodia (ARDB) as a green-financing mechanism, in a bid to attract green investment to the Kingdom.",7,2
"European nations and the EU scrambled to evacuate their citizens and local staff from Kabul on August 15, as US forces took over air traffic control after the US lowered the flag on its embassy and relocated almost all staff to the airport.",8,1
"Six companies with securities listed on the Cambodia Securities Exchange (CSX) reported a recovery in business performance in the second quarter of this year over the early days of the health crisis, on the back of the rapid pace of the Covid-19 vaccination programme in the region and beyond.",5,0
"14 more Covid deaths, 556 infections in Cambodia",19,0
Minister of Health Mam Bun Heng issued a public health notice requiring people in 15 provinces to wear masks and socially distance from now until further notice.,45,1
Life with economic uncertainty: How Covid transformed Korea’s investment landscape,7,1
"The locally-listed operator of Cambodia’s flagship deep-sea port, Sihanoukville Autonomous Port (PAS), reported strong business performance in the second quarter of this year ended June 30, reflecting the recovery of the regional and global economies.",12,1
Worker unions and labour rights groups believe that the minimum wage in the sector should increase from $192 to $200 a month.,32,7
"17 more Covid deaths, 588 infections in Cambodia",19,3
"The Ministry of Health will launch another national campaign dubbed ‘Join Hands to Prevent the Spread of Covid-19’ on August 16, according to spokeswoman Or Vandine.",16,0
"Minister of Interior Sar Kheng said on August 13 that a total of 329 drug cases were suppressed in July, a decrease of 48 compared to June.",9,0
"The Ministry of Health on August 14 reported 598 new Covid-19 cases, 187 of which were imported.",7,0
"As of August 13, a total of 53 Cambodian centenarians in Phnom Penh and 16 provinces have voluntarily received Covid-19 vaccine, according to Ministry of Health spokeswoman Or Vandine.",10,1
"Police stopped more than 1,000 vehicles and briefly held over 3,000 people for violating Covid-19 measures across the country on August 13.",24,1
"The Ministry of Agriculture, Forestry and Fisheries on August 12 called on exporters of Pailin longan to divert their products from Thailand to Vietnam in light of the Covid-related Cambodia-Thai border closures, as the harvest season ramps up.",7,0
Closer unity needed to pry region from Covid grip: ASEAN chief,8,0
"In Opinion:
Covid-19 origin-tracing: Fact finding or politicising it?",7,0
Pacquiao says stance switch ‘only danger’ in facing Ugas,12,1
The Siem Reap Provincial Administration has laid out five-point measures on public order and operations of both state and private markets to prevent community transmission of Covid-19.,15,0
"Police had educated local residents in the past not to plant marijuana as it is against the law. As a result, the number of people growing marijuana has decreased by 60 to 70 per cent, Sarun said.",35,9
"20 more Covid deaths, 423 infections in Cambodia",15,0
"There are currently about 400 to 600 Asian elephants in Cambodia, most of which live in the Cardamom Mountains, the northern plateau of the Tonle Sap and the eastern highlands of Mondulkiri and Ratanakkiri provinces.",33,4
"In Opinion:
With Merkel’s final term ending in September, is the EU in for a tremor – or worse?",7,0
"“We are not just grieving over those who died from Covid-19. Some are grieving because we lost our dreams, we lost our ambitions. We have even lost the previous life that we led,” Dr Agnes Joy Casino, a psychiatrist and Department of Health (DoH) consultant, told an online briefing.",9,1
"Cambodia and Malaysia on August 11 officially launched cross-border payments through the National Bank of Cambodia’s (NBC) Bakong system with Maybank, enabling faster and more convenient real-time money transfer between the two countries.",7,0
"The Ministry of Environment has donated 1,000 domestic animals to residents and troops living in natural protected areas to provide livelihoods and encourage people to protect and conserve natural resources.",11,1
"The funds will assist in providing treatment to many Covid-19 patients, especially migrant workers returning from Thailand.",9,0
Cambodia ranks fourth for friendliness towards foreign residents,307,44
"Cambodia Logistics Association president Sin Chanthy told The Post that the Kingdom’s freight industry continues to be severely affected by Covid-19, but slight improvements in activity have been observed.",9,0
"The Philippines is now officially at “high risk” of being overwhelmed with Covid-19 cases, according to the Department of Health (DoH).",6,0
The Ministry of Interior’s General Department of Immigration (GDI) has warned all border forces and officials to keep confidential information secret and to refrain from accessing the immigration target database unless they are carrying out their official duties.,27,0
"Siem Reap International Airport on August 8 welcomed the first Airbus-330 aircraft since the Covid-19 pandemic was recognised, as the operator reiterated that the airport, which serves visitors to the Kingdom’s famed Angkor Archaeological Park, is still open to flights as usual.",49,7
"A Thai man was charged with the murder of a Swiss woman whose body was found near a waterfall on the tourist island of Phuket, police said on August 8.",32,3
Cambodian officials have dismissed a joint letter by five UN human rights experts expressing concerns that the ongoing pre-trial detention of seven human rights activists appears to be a violation of their rights and freedoms.,10,0
"The government refused to make any major immediate changes to policy concerning Covid-19 quarantine requirements for residents, business owners, employees and investors, and other key issues put forward by the private sector as the coronavirus pandemic continues to flare.",13,0
The Ministry of Interior plans to establish new communes before the 2022 commune council elections to make it easier for local people to access public services.,8,1
"The Phnom Penh Municipal Administration has no plans to extend its nighttime curfew as the Delta variant of SARS-CoV-2 – the pathogen that causes Covid-19 – is now largely under control and new infections are low in number, a senior official said.",27,3
"The Kingdom exported 866,207.77 tonnes of cashew nuts in the first seven months of 2021, a 345.29 per cent year-on-year surge, with Vietnam as the main buyer, the Ministry of Agriculture, Forestry and Fisheries reported.",8,0
Ten private companies have submitted requests to the Ministry of Health seeking permission to import Covid-19 vaccines that are not currently available in Cambodia.,23,1
The US Agency for International Development (USAID) on August 9 announced an additional $4 million in urgent Covid-19 assistance for Cambodia.,36,3
"August 8 marked the 54th ASEAN Day. For more than half a century, ASEAN member states have promoted multilateral dialogue and cooperation. Embracing globalisation, many countries in the region have enjoyed explosive economic growth to collectively emerge as the fifth largest economy in the world.",13,0
"With unique shapes and designs made from a wide range of materials from handcrafted fine silver to natural stones, Garden of Desire is a gallery of creative jewelry exuding an impeccably elegant style that the wearer will treasure as it inspires other’s curiosity.",33,2
"Sinovac jabs 85% effective among elderly, Indonesian study reveals",13,2
"“ASEAN-related initiatives – including the EU’s Indo-Pacific cooperation strategy – should support ASEAN centrality and complement the ‘ASEAN Outlook on the Indo-Pacific’ policies,” he said.",8,1
"The locally-listed Acleda Bank Plc posted more than $39 million in net profit from business operations in the second quarter of this year, an increase of 27.66 per cent year-on-year, despite the economic headwinds caused by the Covid-19 pandemic.",16,2
"The Ministry of Interior’s General Department of Prisons (GDP) has vaccinated over 73 per cent of the 37,000 inmates throughout the country as of August 5 and is continuing to vaccinate prisoners in seven remaining provinces with the US-donated Johnson & Johnson Covid-19 jabs.",10,0
Angkor-era temple restoration nears completion,27,1
Two more sent to court for breach of Covid measures,8,0
"Japan, Mekong states back Cambodia's economic recovery initiative",5,0
At-risk groups to get third Covid dose August 8,15,1
"11 more Covid deaths, 522 infections in Cambodia",3,1
"Cambodia’s plan to issue sovereign bonds has been a long-drawn-out process. With only the law but no indication of a timeframe, experts can only speculate on what to expect when the bonds make a debut",10,0
Kampong Chhang provincial police have been investigating five people who are alleged to have secretly cleared and encroached on flooded forest land in separate locations covering nearly 10ha in Chhnok Trou commune’s Ses Slap village of Boribor district.,13,0
"Myanmar's ambassador to the UN, who has refused to leave his post despite being fired after the February coup, has alerted the world body to a “reported massacre” by the military junta.",24,3
"Indonesia's coronavirus death toll topped 100,000 on August 4 as the country struggles to control the spread of the Delta variant.",49,4
The decision followed a spate of deaths from tainted rice wine throughout the country of late.,6,0
"The Ministry of Interior has approved the formation of the Cambodian Community Voice Party to run in the commune and general elections in 2022 and 2023, respectively.",3,1
"The second batch with 668,000 doses of the AstraZeneca vaccine donated by Japan are scheduled to touch down at Phnom Penh International Airport late on August 6.",19,0
Restoration of Siem Reap’s Lo Lei temple now moving forward,28,2
"“I also request that the UK provide more vaccines and help facilitate Cambodia’s purchase of more AstraZeneca vaccines for future use,” he said.",14,0
"Laboratory test results of tainted wine that killed five people in Kampot province in late July confirmed that there were deadly levels of methanol in the beverage, according to the Consumer Protection, Competition and Fraud Repression (CCF).",10,0
"More than 100 protesters have been charged under Thailand’s royal insult laws since July last year, when rallies across the kingdom began demanding reforms to the unassailable monarchy, a lawyer representing the activists and an AFP tally showed on August 3.",19,0
Recent data breaches and the attempted sale of customers’ private data have once again highlighted the dire need for Indonesia to draft specific data protection legislation.,5,0
"The study said the capital’s rental apartment supply of both grades stood at 3,200 units across 54 projects as of June 30, with no new development completed in the January-June period.",56,4
The Ministry of Environment is discussing the first draft of their green building guidelines and certification in Cambodia.,5,0
"“Cambodia hopes to see more private sector investment in tourism, small and medium enterprises and other priority sectors in the country, with support from the US and its allies to boost economic growth during and after Covid-19,” he said.",12,0
[Advertorial] Wing Bank and CBC team up to promote financial access in Cambodia,4,0
The Ministry of Health has instructed municipal and provincial referral hospitals and other state health facilities not to charge any fees to citizens who come to take Covid-19 antigen rapid tests.,16,0
"“As of July 30, sowing and transplanting of early-season rice has reached more than 2.4 million hectares of the 2.6 million hectares planned. It is 166,136ha more than last year,” he said in a Facebook post.",19,0
The Cambodia Securities Exchange (CSX) on August 3 said it is not involved in a fraud dispute concerning derivatives broker GoldFX Investment Co Ltd.,12,0
"Vietnam's major telecom companies including Viettel, VNPT, Mobifone, CMC, FPT, Vietnamobile and SCTV have announced a joint support package worth 10 trillion dong ($435 million) for consumers across the Southeast Asian country.",6,0
"Officials from the General Directorate of Consumer Protection, Competition and Fraud Repression (CCF) cracked down on 56 illegal businesses across the country in July and handed out the first anti-money laundering fines.",7,1
"The Ministry of Health on August 4 reported another 583 Covid-19 cases, 157 of which were imported.",21,0
"Former opposition figure Kong Korm predicted that one-third of the banned 118 politicians from the Supreme Court-dissolved Cambodia National Rescue Party (CNRP) will seek political rehabilitation prior to the upcoming commune and national elections in 2022 and 2023, respectively.",5,0
"A Cambodian “blue helmet” was injured by a landmine at the LB1006 minefield in Meliss el Jabel of Marjayoun district in Lebanon where he was carrying out a UN peacekeeping mission there, according to Ministry of National Defence spokesman Chhum Socheat.",22,1
"Cambodia expects the project to generate $185 million per annum in pre-tax cashflow, with $40 million from royalties and taxes transferred to the national budget, according to the prime minister.",22,8
"“We have five months left, and are set to collect at least another $2 billion, so in a year we’ll reap in about $5 billion. On average we raise about $400 million per month,” he said.",17,0
[Sponsored] NeakOknha Kith Meng uses WingMall to show gratitude to TYDA with free KFC meals,14,1
"22 more Covid deaths, 658 infections in Cambodia",17,1
"Cambodia and China are committed to increasing bilateral trade to $10 billion by 2023, from $8 billion last year, according to a senior official at the Cambodian Ministry of Commerce.",2,1
Thailand's six key media organisations are demanding that the government stop controlling people’s freedom of speech under the authority of an emergency decree.,12,0
The government has set up a public-private working group to restore and prop up the tourism sector in Cambodia during and after the Covid-19 crisis.,18,0
"A senior tax official pledged to facilitate all tax issues for Japanese investors currently investing or doing business in Cambodia to ensure things go smoothly, as part of a broader effort to create productive feedback channels, and improve transparency and operational efficiency, according to the General Department of Taxation (GDT).",8,1
Thailand's health ministry sounded the alarm over Bangkok’s dire lack of hospital beds and isolation facilities on July 29 as Covid-19 cases and deaths soared to a new record.,20,0
Ministry of Labour and Vocational Training spokesman Heng Sour urged Cambodian migrant workers in Thailand to remain in their places and not return to Cambodia amid Covid-19 outbreaks in Thailand as they may only face tough measures enforced by Thai authorities.,10,0
[Advertorial] WingMall rolls out services in Siem Reap to support community amid pandemic,18,0
"“Previously, we made some exceptions by just stopping and educating offenders in less serious cases. But in implementing this latest directive, there is no more exception,” he said.",18,2
"“With this contribution, the United States reaffirms its longstanding commitment to the public health of the Cambodian people, one that has never been clearer than during the global pandemic,” said US embassy in a press statement.",42,5
"“In the past eight years, two rangers were killed and many others were injured on missions for the cause of the environment and our natural resources,” he said.",25,2
"Despite recent corrective measures to contain the surge of infections and alleviate the burden of overwhelmed hospitals in Indonesia, more Covid-19 patients are quietly dying in self-isolation without even the chance of being treated.",10,0
A former intelligence analyst was sentenced on July 27 to 45 months in prison for leaking secrets about the US military’s drone attacks that were the basis of a powerful 2015 news expose.,12,0
"“Water levels in the Lower Mekong River Basin (LMB) increased significantly during the last seven days as a result of heavy rains and water releases from dams upstream. But levels across all monitoring stations are below their danger points,” it said.",20,0
BREAKING: 8 provinces on Thai borders put in lockdown amid Delta fears,42,8
"Farmers in provinces bordering Vietnam are complaining about a drop in the price of rice in domestic markets due to an inability to export to Vietnam because of the closed border, leaving too much supply in Cambodia and not enough demand.",59,9
Underwater museum reveals ancient world,10,1
US electric carmaker Tesla Inc on July 26 reported its first-ever quarterly profit above $1 billion as it reiterated its 2021 production targets despite supply chain upheaval.,6,0
"President Rodrigo Duterte vowed on July 26 to shepherd the Philippines out of the Covid-19 pandemic in his last year in office, outlining plans to pull the economy out of a deep recession and keep the coronavirus at bay.",18,1
"Myanmar's junta on July 26 cancelled the results of 2020 polls won by Aung San Suu Kyi’s party, announcing they were not “free and fair” almost six months after deposing the Nobel laureate in a coup.",32,2
The Siem Reap provincial Department of Environment has established a nursery for babies of women civil servants so they can take care and breastfeed them while at work.,9,1
